"HITId","CreationTime","Expiration","NumberOfSimilarHITs","WorkerId","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","WorkTimeInSeconds","Input.query","Input.docA","Input.docB","Input.time","Answer.comment","Answer.bground","Answer.radio"
165,"Thu Apr 15 10:05:14 GMT 2010","Sun Apr 18 10:05:14 GMT 2010",9,47,"Thu Apr 15 12:30:06 GMT 2010","Thu Apr 15 12:30:23 GMT 2010","Thu Apr 22 12:30:23 GMT 2010","Thu Apr 15 11:34:50 PDT 2010",17,"703.001.021-1.1.1","600.500.962-1.7.1","850.007.048-1.22.1",14,"","","s"
165,"Thu Apr 15 10:05:14 GMT 2010","Sun Apr 18 10:05:14 GMT 2010",9,39,"Thu Apr 15 10:52:31 GMT 2010","Thu Apr 15 10:52:40 GMT 2010","Thu Apr 22 10:52:40 GMT 2010","Thu Apr 15 11:34:50 PDT 2010",9,"703.001.021-1.1.1","600.500.962-1.7.1","850.007.048-1.22.1",14,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,34,"Thu Apr 15 11:14:32 GMT 2010","Thu Apr 15 11:14:41 GMT 2010","Thu Apr 22 11:14:41 GMT 2010","Thu Apr 15 11:34:50 PDT 2010",9,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,33,"Thu Apr 15 10:27:53 GMT 2010","Thu Apr 15 10:28:10 GMT 2010","Thu Apr 22 10:28:10 GMT 2010","Thu Apr 15 11:34:50 PDT 2010",17,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,39,"Thu Apr 15 10:47:53 GMT 2010","Thu Apr 15 10:48:03 GMT 2010","Thu Apr 22 10:48:03 GMT 2010","Thu Apr 15 11:34:50 PDT 2010",10,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,35,"Thu Apr 15 10:26:18 GMT 2010","Thu Apr 15 10:26:30 GMT 2010","Thu Apr 22 10:26:30 GMT 2010","Thu Apr 15 11:34:51 PDT 2010",12,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,41,"Thu Apr 15 12:24:48 GMT 2010","Thu Apr 15 12:25:01 GMT 2010","Thu Apr 22 12:25:01 GMT 2010","Thu Apr 15 11:34:51 PDT 2010",13,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,21,"Thu Apr 15 11:49:37 GMT 2010","Thu Apr 15 11:51:00 GMT 2010","Thu Apr 22 11:51:00 GMT 2010","Thu Apr 15 11:34:51 PDT 2010",83,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,36,"Thu Apr 15 11:06:31 GMT 2010","Thu Apr 15 11:06:41 GMT 2010","Thu Apr 22 11:06:41 GMT 2010","Thu Apr 15 11:34:52 PDT 2010",10,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","a"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,40,"Thu Apr 15 10:34:38 GMT 2010","Thu Apr 15 10:34:53 GMT 2010","Thu Apr 22 10:34:53 GMT 2010","Thu Apr 15 11:34:52 PDT 2010",15,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,37,"Thu Apr 15 10:42:29 GMT 2010","Thu Apr 15 10:44:48 GMT 2010","Thu Apr 22 10:44:48 GMT 2010","Thu Apr 15 11:34:52 PDT 2010",139,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
166,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",60,20,"Thu Apr 15 10:27:11 GMT 2010","Thu Apr 15 10:27:26 GMT 2010","Thu Apr 22 10:27:26 GMT 2010","Thu Apr 15 11:34:52 PDT 2010",15,"400.065.784-1.1.1","850.021.042-1.1.1","451.015.743-1.1.1",4,"","","s"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,35,"Thu Apr 15 10:21:16 GMT 2010","Thu Apr 15 10:21:25 GMT 2010","Thu Apr 22 10:21:25 GMT 2010","Thu Apr 15 11:34:52 PDT 2010",9,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","s"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,33,"Thu Apr 15 10:25:14 GMT 2010","Thu Apr 15 10:25:28 GMT 2010","Thu Apr 22 10:25:28 GMT 2010","Thu Apr 15 11:34:53 PDT 2010",14,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","s"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,43,"Thu Apr 15 12:24:15 GMT 2010","Thu Apr 15 12:24:30 GMT 2010","Thu Apr 22 12:24:30 GMT 2010","Thu Apr 15 11:34:53 PDT 2010",15,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","b"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,36,"Thu Apr 15 11:05:18 GMT 2010","Thu Apr 15 11:05:28 GMT 2010","Thu Apr 22 11:05:28 GMT 2010","Thu Apr 15 11:34:53 PDT 2010",10,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","b"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,37,"Thu Apr 15 10:50:29 GMT 2010","Thu Apr 15 10:51:31 GMT 2010","Thu Apr 22 10:51:31 GMT 2010","Thu Apr 15 11:34:54 PDT 2010",62,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","s"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,40,"Thu Apr 15 10:39:36 GMT 2010","Thu Apr 15 10:39:53 GMT 2010","Thu Apr 22 10:39:53 GMT 2010","Thu Apr 15 11:34:54 PDT 2010",17,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","s"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,44,"Thu Apr 15 12:23:55 GMT 2010","Thu Apr 15 12:24:07 GMT 2010","Thu Apr 22 12:24:07 GMT 2010","Thu Apr 15 11:34:54 PDT 2010",12,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","s"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,39,"Thu Apr 15 10:49:21 GMT 2010","Thu Apr 15 10:49:34 GMT 2010","Thu Apr 22 10:49:34 GMT 2010","Thu Apr 15 11:34:54 PDT 2010",13,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","s"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,34,"Thu Apr 15 11:15:03 GMT 2010","Thu Apr 15 11:15:15 GMT 2010","Thu Apr 22 11:15:15 GMT 2010","Thu Apr 15 11:34:55 PDT 2010",12,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","a"
167,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",54,21,"Thu Apr 15 12:19:10 GMT 2010","Thu Apr 15 12:19:28 GMT 2010","Thu Apr 22 12:19:28 GMT 2010","Thu Apr 15 11:34:55 PDT 2010",18,"600.053.475-1.1.1","540.000.959-1.3.1","600.500.641-1.1.1",11,"","","b"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,40,"Thu Apr 15 10:45:14 GMT 2010","Thu Apr 15 10:45:26 GMT 2010","Thu Apr 22 10:45:26 GMT 2010","Thu Apr 15 11:34:55 PDT 2010",12,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","s"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,34,"Thu Apr 15 11:11:02 GMT 2010","Thu Apr 15 11:11:10 GMT 2010","Thu Apr 22 11:11:10 GMT 2010","Thu Apr 15 11:34:55 PDT 2010",8,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","s"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,36,"Thu Apr 15 11:04:05 GMT 2010","Thu Apr 15 11:04:16 GMT 2010","Thu Apr 22 11:04:16 GMT 2010","Thu Apr 15 11:34:55 PDT 2010",11,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","s"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,33,"Thu Apr 15 10:19:32 GMT 2010","Thu Apr 15 10:19:45 GMT 2010","Thu Apr 22 10:19:45 GMT 2010","Thu Apr 15 11:34:56 PDT 2010",13,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","s"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,39,"Thu Apr 15 10:50:26 GMT 2010","Thu Apr 15 10:50:37 GMT 2010","Thu Apr 22 10:50:37 GMT 2010","Thu Apr 15 11:34:56 PDT 2010",11,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","s"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,37,"Thu Apr 15 10:46:56 GMT 2010","Thu Apr 15 10:47:07 GMT 2010","Thu Apr 22 10:47:07 GMT 2010","Thu Apr 15 11:34:56 PDT 2010",11,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","s"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,35,"Thu Apr 15 10:26:38 GMT 2010","Thu Apr 15 10:26:48 GMT 2010","Thu Apr 22 10:26:48 GMT 2010","Thu Apr 15 11:34:56 PDT 2010",10,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","s"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,38,"Thu Apr 15 12:30:30 GMT 2010","Thu Apr 15 12:30:45 GMT 2010","Thu Apr 22 12:30:45 GMT 2010","Thu Apr 15 11:34:56 PDT 2010",15,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","s"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,41,"Thu Apr 15 12:26:13 GMT 2010","Thu Apr 15 12:26:23 GMT 2010","Thu Apr 22 12:26:23 GMT 2010","Thu Apr 15 11:34:56 PDT 2010",10,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","a"
168,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",17,21,"Thu Apr 15 12:22:41 GMT 2010","Thu Apr 15 12:23:02 GMT 2010","Thu Apr 22 12:23:02 GMT 2010","Thu Apr 15 11:34:57 PDT 2010",21,"400.065.784-1.1.1","451.015.743-1.1.1","400.065.784-1.1.1",5,"","","b"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,39,"Thu Apr 15 10:47:41 GMT 2010","Thu Apr 15 10:47:52 GMT 2010","Thu Apr 22 10:47:52 GMT 2010","Thu Apr 15 11:34:57 PDT 2010",11,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","b"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,40,"Thu Apr 15 10:37:40 GMT 2010","Thu Apr 15 10:37:54 GMT 2010","Thu Apr 22 10:37:54 GMT 2010","Thu Apr 15 11:34:57 PDT 2010",14,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","s"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,36,"Thu Apr 15 10:58:17 GMT 2010","Thu Apr 15 10:58:32 GMT 2010","Thu Apr 22 10:58:32 GMT 2010","Thu Apr 15 11:34:57 PDT 2010",15,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","s"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,21,"Thu Apr 15 12:25:35 GMT 2010","Thu Apr 15 12:25:54 GMT 2010","Thu Apr 22 12:25:54 GMT 2010","Thu Apr 15 11:34:58 PDT 2010",19,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","s"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,37,"Thu Apr 15 10:52:20 GMT 2010","Thu Apr 15 10:52:30 GMT 2010","Thu Apr 22 10:52:30 GMT 2010","Thu Apr 15 11:34:58 PDT 2010",10,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","s"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,33,"Thu Apr 15 10:18:03 GMT 2010","Thu Apr 15 10:18:14 GMT 2010","Thu Apr 22 10:18:14 GMT 2010","Thu Apr 15 11:34:58 PDT 2010",11,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","s"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,41,"Thu Apr 15 12:30:10 GMT 2010","Thu Apr 15 12:30:21 GMT 2010","Thu Apr 22 12:30:21 GMT 2010","Thu Apr 15 11:34:58 PDT 2010",11,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","b"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,43,"Thu Apr 15 12:26:05 GMT 2010","Thu Apr 15 12:26:17 GMT 2010","Thu Apr 22 12:26:17 GMT 2010","Thu Apr 15 11:34:59 PDT 2010",12,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","b"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,35,"Thu Apr 15 10:25:44 GMT 2010","Thu Apr 15 10:25:54 GMT 2010","Thu Apr 22 10:25:54 GMT 2010","Thu Apr 15 11:34:59 PDT 2010",10,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","s"
169,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",23,34,"Thu Apr 15 11:12:47 GMT 2010","Thu Apr 15 11:12:59 GMT 2010","Thu Apr 22 11:12:59 GMT 2010","Thu Apr 15 11:34:59 PDT 2010",12,"702.001.406-1.1.1","705.000.745-1.1.1","450.004.829-1.1.1",13,"","","s"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,38,"Thu Apr 15 12:29:50 GMT 2010","Thu Apr 15 12:30:00 GMT 2010","Thu Apr 22 12:30:00 GMT 2010","Thu Apr 15 11:34:59 PDT 2010",10,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","s"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,35,"Thu Apr 15 10:18:57 GMT 2010","Thu Apr 15 10:19:10 GMT 2010","Thu Apr 22 10:19:10 GMT 2010","Thu Apr 15 11:34:59 PDT 2010",13,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","s"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,40,"Thu Apr 15 10:38:32 GMT 2010","Thu Apr 15 10:38:45 GMT 2010","Thu Apr 22 10:38:45 GMT 2010","Thu Apr 15 11:35:00 PDT 2010",13,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","s"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,21,"Thu Apr 15 12:21:31 GMT 2010","Thu Apr 15 12:21:54 GMT 2010","Thu Apr 22 12:21:54 GMT 2010","Thu Apr 15 11:35:00 PDT 2010",23,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","b"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,36,"Thu Apr 15 11:02:05 GMT 2010","Thu Apr 15 11:02:15 GMT 2010","Thu Apr 22 11:02:15 GMT 2010","Thu Apr 15 11:35:00 PDT 2010",10,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","s"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,33,"Thu Apr 15 10:23:46 GMT 2010","Thu Apr 15 10:24:00 GMT 2010","Thu Apr 22 10:24:00 GMT 2010","Thu Apr 15 11:35:00 PDT 2010",14,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","b"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,34,"Thu Apr 15 11:10:54 GMT 2010","Thu Apr 15 11:11:05 GMT 2010","Thu Apr 22 11:11:05 GMT 2010","Thu Apr 15 11:35:01 PDT 2010",11,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","s"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,37,"Thu Apr 15 10:40:58 GMT 2010","Thu Apr 15 10:41:12 GMT 2010","Thu Apr 22 10:41:12 GMT 2010","Thu Apr 15 11:35:01 PDT 2010",14,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","s"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,41,"Thu Apr 15 12:25:17 GMT 2010","Thu Apr 15 12:25:31 GMT 2010","Thu Apr 22 12:25:31 GMT 2010","Thu Apr 15 11:35:01 PDT 2010",14,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","s"
170,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",5,39,"Thu Apr 15 10:53:28 GMT 2010","Thu Apr 15 10:53:37 GMT 2010","Thu Apr 22 10:53:37 GMT 2010","Thu Apr 15 11:35:01 PDT 2010",9,"600.192.742-1.1.1","400.013.359-1.1.1","450.013.068-1.1.1",11,"","","a"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,36,"Thu Apr 15 11:01:42 GMT 2010","Thu Apr 15 11:01:51 GMT 2010","Thu Apr 22 11:01:51 GMT 2010","Thu Apr 15 11:35:01 PDT 2010",9,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,34,"Thu Apr 15 11:14:00 GMT 2010","Thu Apr 15 11:14:19 GMT 2010","Thu Apr 22 11:14:19 GMT 2010","Thu Apr 15 11:35:02 PDT 2010",19,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,20,"Thu Apr 15 10:28:43 GMT 2010","Thu Apr 15 10:29:26 GMT 2010","Thu Apr 22 10:29:26 GMT 2010","Thu Apr 15 11:35:02 PDT 2010",43,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","b"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,35,"Thu Apr 15 10:27:58 GMT 2010","Thu Apr 15 10:28:08 GMT 2010","Thu Apr 22 10:28:08 GMT 2010","Thu Apr 15 11:35:02 PDT 2010",10,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,33,"Thu Apr 15 10:27:28 GMT 2010","Thu Apr 15 10:27:42 GMT 2010","Thu Apr 22 10:27:42 GMT 2010","Thu Apr 15 11:35:03 PDT 2010",14,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,40,"Thu Apr 15 10:42:58 GMT 2010","Thu Apr 15 10:43:12 GMT 2010","Thu Apr 22 10:43:12 GMT 2010","Thu Apr 15 11:35:03 PDT 2010",14,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,39,"Thu Apr 15 10:55:32 GMT 2010","Thu Apr 15 10:55:42 GMT 2010","Thu Apr 22 10:55:42 GMT 2010","Thu Apr 15 11:35:03 PDT 2010",10,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,37,"Thu Apr 15 10:40:44 GMT 2010","Thu Apr 15 10:40:57 GMT 2010","Thu Apr 22 10:40:57 GMT 2010","Thu Apr 15 11:35:03 PDT 2010",13,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,21,"Thu Apr 15 11:59:33 GMT 2010","Thu Apr 15 12:15:02 GMT 2010","Thu Apr 22 12:15:02 GMT 2010","Thu Apr 15 11:35:04 PDT 2010",929,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
171,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",81,45,"Thu Apr 15 12:20:43 GMT 2010","Thu Apr 15 12:22:01 GMT 2010","Thu Apr 22 12:22:01 GMT 2010","Thu Apr 15 11:35:04 PDT 2010",78,"703.001.021-1.1.1","530.004.475-1.1.1","240.004.632-1.1.1",14,"","","s"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,44,"Thu Apr 15 12:22:43 GMT 2010","Thu Apr 15 12:22:55 GMT 2010","Thu Apr 22 12:22:55 GMT 2010","Thu Apr 15 11:35:04 PDT 2010",12,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","s"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,33,"Thu Apr 15 10:19:38 GMT 2010","Thu Apr 15 10:19:53 GMT 2010","Thu Apr 22 10:19:53 GMT 2010","Thu Apr 15 11:35:04 PDT 2010",15,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","s"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,38,"Thu Apr 15 12:22:26 GMT 2010","Thu Apr 15 12:22:54 GMT 2010","Thu Apr 22 12:22:54 GMT 2010","Thu Apr 15 11:35:05 PDT 2010",28,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","a"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,39,"Thu Apr 15 10:50:33 GMT 2010","Thu Apr 15 10:50:41 GMT 2010","Thu Apr 22 10:50:41 GMT 2010","Thu Apr 15 11:35:05 PDT 2010",8,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","b"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,21,"Thu Apr 15 11:46:10 GMT 2010","Thu Apr 15 12:10:49 GMT 2010","Thu Apr 22 12:10:49 GMT 2010","Thu Apr 15 11:35:05 PDT 2010",1479,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","s"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,35,"Thu Apr 15 10:20:12 GMT 2010","Thu Apr 15 10:20:21 GMT 2010","Thu Apr 22 10:20:21 GMT 2010","Thu Apr 15 11:35:05 PDT 2010",9,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","s"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,34,"Thu Apr 15 11:15:59 GMT 2010","Thu Apr 15 11:16:37 GMT 2010","Thu Apr 22 11:16:37 GMT 2010","Thu Apr 15 11:35:05 PDT 2010",38,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","s"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,36,"Thu Apr 15 10:58:03 GMT 2010","Thu Apr 15 10:58:16 GMT 2010","Thu Apr 22 10:58:16 GMT 2010","Thu Apr 15 11:35:05 PDT 2010",13,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","s"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,40,"Thu Apr 15 10:44:32 GMT 2010","Thu Apr 15 10:44:52 GMT 2010","Thu Apr 22 10:44:52 GMT 2010","Thu Apr 15 11:35:06 PDT 2010",20,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","s"
172,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",79,37,"Thu Apr 15 10:45:05 GMT 2010","Thu Apr 15 10:45:19 GMT 2010","Thu Apr 22 10:45:19 GMT 2010","Thu Apr 15 11:35:06 PDT 2010",14,"700.010.591-1.4.2","550.248.416-1.4.1","190.025.736-1.1.1",12,"","","s"
173,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",26,37,"Thu Apr 15 10:51:24 GMT 2010","Thu Apr 15 10:51:37 GMT 2010","Thu Apr 22 10:51:37 GMT 2010","Thu Apr 15 11:35:06 PDT 2010",13,"702.001.406-1.1.1","850.002.851-1.1.1","450.004.829-1.1.1",14,"","","s"
173,"Thu Apr 15 10:05:15 GMT 2010","Sun Apr 18 10:05:15 GMT 2010",26,21,"Thu Apr 15 11:47:16 GMT 2010","Thu Apr 15 11:47:34 GMT 2010","Thu Apr 22 11:47:34 GMT 2010","Thu Apr 15 11:35:06 PDT 2010",18,"702.001.406-1.1.1","850.002.851-1.1.1","450.004.829-1.1.1",14,"","","s"
